"DTI_CL_MES","Month","DTI_CL_ESTACIONES_METEO","DMC weather stations","Value","Flag Codes","Flags"
"1986-M04","1986 April","T001002","Diego Aracena",25.2,,
"1986-M04","1986 April","T001003","Cerro Moreno",23.4,,
"1986-M04","1986 April","T001004","Mataveri",27.4,,
"1986-M04","1986 April","T001005","Chamonate",27.9,,
"1986-M04","1986 April","T001006","Vallenar",28,,
"1986-M04","1986 April","T001007","La Florida",22.4,,
"1986-M04","1986 April","T001009","Punta Ángeles",22.8,,
"1986-M04","1986 April","T001011","Quinta Normal",29.8,,
"1986-M04","1986 April","T001012","Arturo Merino Benítezl",30.3,,
"1986-M04","1986 April","T001013","Cerrillos",29,,
"1986-M04","1986 April","T001014","Juan Fernández",22.2,,
"1986-M04","1986 April","T001016","General Freire",25.4,,
"1986-M04","1986 April","T001017","Bernardo O'Higgins",24,,
"1986-M04","1986 April","T001018","Carriel Sur",22.2,,
"1986-M04","1986 April","T001019","Maquehue",20.4,,
"1986-M04","1986 April","T001020","Pichoy",19.7,,
"1986-M04","1986 April","T001021","Cañal Bajo",19,,
"1986-M04","1986 April","T001022","El Tepual",18.6,,
"1986-M04","1986 April","T001023","Teniente Vidal",17,,
"1986-M04","1986 April","T001024","Balmaceda",16,,
"1986-M04","1986 April","T001025","Pdte. Carlos Ibáñez",16.4,,
"1986-M04","1986 April","T001026","Eduardo Frei Montalva",4,,
"1986-M05","1986 May","T001001","Chacalluta",24.4,,
"1986-M05","1986 May","T001002","Diego Aracena",23.8,,
"1986-M05","1986 May","T001003","Cerro Moreno",22.8,,
"1986-M05","1986 May","T001004","Mataveri",25.1,,
"1986-M05","1986 May","T001005","Chamonate",29.6,,
"1986-M05","1986 May","T001006","Vallenar",29.8,,
"1986-M05","1986 May","T001007","La Florida",21,,
"1986-M05","1986 May","T001009","Punta Ángeles",19.8,,
"1986-M05","1986 May","T001011","Quinta Normal",28.1,,
"1986-M05","1986 May","T001012","Arturo Merino Benítezl",27.7,,
"1986-M05","1986 May","T001013","Cerrillos",27.6,,
"1986-M05","1986 May","T001014","Juan Fernández",21.5,,
"1986-M05","1986 May","T001016","General Freire",21.4,,
"1986-M05","1986 May","T001017","Bernardo O'Higgins",22.2,,
"1986-M05","1986 May","T001018","Carriel Sur",20.1,,
"1986-M05","1986 May","T001019","Maquehue",19,,
"1986-M05","1986 May","T001020","Pichoy",18.6,,
"1986-M05","1986 May","T001021","Cañal Bajo",18.4,,
"1986-M05","1986 May","T001022","El Tepual",17.6,,
"1986-M05","1986 May","T001023","Teniente Vidal",13.2,,
"1986-M05","1986 May","T001024","Balmaceda",11,,
"1986-M05","1986 May","T001025","Pdte. Carlos Ibáñez",8.6,,
"1986-M05","1986 May","T001026","Eduardo Frei Montalva",0.4,,
"1986-M06","1986 June","T001001","Chacalluta",21.6,,
"1986-M06","1986 June","T001002","Diego Aracena",22.1,,
"1986-M06","1986 June","T001003","Cerro Moreno",21.4,,
"1986-M06","1986 June","T001004","Mataveri",24.7,,
"1986-M06","1986 June","T001005","Chamonate",30.4,,
"1986-M06","1986 June","T001006","Vallenar",32.8,,
"1986-M06","1986 June","T001007","La Florida",24.8,,
"1986-M06","1986 June","T001009","Punta Ángeles",19.2,,
"1986-M06","1986 June","T001011","Quinta Normal",21.2,,
"1986-M06","1986 June","T001012","Arturo Merino Benítezl",19.6,,
"1986-M06","1986 June","T001013","Cerrillos",20.4,,
"1986-M06","1986 June","T001014","Juan Fernández",18.6,,
"1986-M06","1986 June","T001016","General Freire",17.2,,
"1986-M06","1986 June","T001017","Bernardo O'Higgins",15.6,,
"1986-M06","1986 June","T001018","Carriel Sur",16.9,,
"1986-M06","1986 June","T001019","Maquehue",16,,
"1986-M06","1986 June","T001020","Pichoy",13.8,,
"1986-M06","1986 June","T001021","Cañal Bajo",13,,
"1986-M06","1986 June","T001022","El Tepual",15,,
"1986-M06","1986 June","T001023","Teniente Vidal",10.4,,
"1986-M06","1986 June","T001024","Balmaceda",9.4,,
"1986-M06","1986 June","T001025","Pdte. Carlos Ibáñez",5.4,,
"1986-M06","1986 June","T001026","Eduardo Frei Montalva",1.3,,
"1986-M07","1986 July","T001001","Chacalluta",19.6,,
"1986-M07","1986 July","T001002","Diego Aracena",19.5,,
"1986-M07","1986 July","T001003","Cerro Moreno",18.9,,
"1986-M07","1986 July","T001004","Mataveri",23.2,,
"1986-M07","1986 July","T001005","Chamonate",26.8,,
"1986-M07","1986 July","T001006","Vallenar",27,,
"1986-M07","1986 July","T001007","La Florida",18.8,,
"1986-M07","1986 July","T001009","Punta Ángeles",19.4,,
"1986-M07","1986 July","T001011","Quinta Normal",26,,
"1986-M07","1986 July","T001012","Arturo Merino Benítezl",23.7,,
"1986-M07","1986 July","T001013","Cerrillos",25.6,,
"1986-M07","1986 July","T001014","Juan Fernández",17.8,,
"1986-M07","1986 July","T001016","General Freire",19.4,,
"1986-M07","1986 July","T001017","Bernardo O'Higgins",20,,
"1986-M07","1986 July","T001018","Carriel Sur",16.9,,
"1986-M07","1986 July","T001019","Maquehue",16.2,,
"1986-M07","1986 July","T001020","Pichoy",15.6,,
"1986-M07","1986 July","T001021","Cañal Bajo",15.4,,
"1986-M07","1986 July","T001022","El Tepual",14.4,,
"1986-M07","1986 July","T001023","Teniente Vidal",11.8,,
"1986-M07","1986 July","T001024","Balmaceda",10.5,,
"1986-M07","1986 July","T001025","Pdte. Carlos Ibáñez",7.9,,
"1986-M07","1986 July","T001026","Eduardo Frei Montalva",2.6,,
"1986-M08","1986 August","T001001","Chacalluta",20,,
"1986-M08","1986 August","T001002","Diego Aracena",20,,
"1986-M08","1986 August","T001003","Cerro Moreno",19,,
"1986-M08","1986 August","T001004","Mataveri",22.2,,
"1986-M08","1986 August","T001005","Chamonate",27.4,,
"1986-M08","1986 August","T001006","Vallenar",27,,
"1986-M08","1986 August","T001007","La Florida",20.3,,
"1986-M08","1986 August","T001009","Punta Ángeles",18.4,,
"1986-M08","1986 August","T001011","Quinta Normal",25.2,,
"1986-M08","1986 August","T001012","Arturo Merino Benítezl",22.5,,
"1986-M08","1986 August","T001013","Cerrillos",23.2,,
"1986-M08","1986 August","T001014","Juan Fernández",17.6,,
"1986-M08","1986 August","T001016","General Freire",20.1,,
"1986-M08","1986 August","T001017","Bernardo O'Higgins",19.3,,
"1986-M08","1986 August","T001018","Carriel Sur",19.2,,
"1986-M08","1986 August","T001019","Maquehue",20.7,,
"1986-M08","1986 August","T001020","Pichoy",17.2,,
"1986-M08","1986 August","T001021","Cañal Bajo",17.1,,
"1986-M08","1986 August","T001022","El Tepual",17,,
"1986-M08","1986 August","T001023","Teniente Vidal",13.8,,
"1986-M08","1986 August","T001024","Balmaceda",12.8,,
"1986-M08","1986 August","T001025","Pdte. Carlos Ibáñez",11.6,,
"1986-M08","1986 August","T001026","Eduardo Frei Montalva",2.7,,
"1986-M09","1986 September","T001001","Chacalluta",21.2,,
"1986-M09","1986 September","T001002","Diego Aracena",20.4,,
"1986-M09","1986 September","T001003","Cerro Moreno",19.9,,
"1986-M09","1986 September","T001004","Mataveri",22.7,,
"1986-M09","1986 September","T001005","Chamonate",29.2,,
"1986-M09","1986 September","T001006","Vallenar",27.9,,
"1986-M09","1986 September","T001007","La Florida",20,,
"1986-M09","1986 September","T001009","Punta Ángeles",19.8,,
"1986-M09","1986 September","T001011","Quinta Normal",27.7,,
"1986-M09","1986 September","T001012","Arturo Merino Benítezl",26,,
"1986-M09","1986 September","T001013","Cerrillos",26.4,,
"1986-M09","1986 September","T001014","Juan Fernández",17.4,,
"1986-M09","1986 September","T001016","General Freire",21.8,,
"1986-M09","1986 September","T001017","Bernardo O'Higgins",23.8,,
"1986-M09","1986 September","T001018","Carriel Sur",22.2,,
"1986-M09","1986 September","T001019","Maquehue",25.8,,
"1986-M09","1986 September","T001020","Pichoy",25.4,,
"1986-M09","1986 September","T001021","Cañal Bajo",24.2,,
"1986-M09","1986 September","T001022","El Tepual",22.8,,
"1986-M09","1986 September","T001023","Teniente Vidal",23.1,,
"1986-M09","1986 September","T001024","Balmaceda",20.8,,
"1986-M09","1986 September","T001025","Pdte. Carlos Ibáñez",14.4,,
"1986-M09","1986 September","T001026","Eduardo Frei Montalva",0.9,,
"1986-M10","1986 October","T001001","Chacalluta",22.8,,
"1986-M10","1986 October","T001002","Diego Aracena",22.4,,
"1986-M10","1986 October","T001003","Cerro Moreno",21.6,,
"1986-M10","1986 October","T001004","Mataveri",23.4,,
"1986-M10","1986 October","T001005","Chamonate",27.9,,
"1986-M10","1986 October","T001006","Vallenar",28.8,,
"1986-M10","1986 October","T001007","La Florida",22.8,,
"1986-M10","1986 October","T001009","Punta Ángeles",24,,
"1986-M10","1986 October","T001011","Quinta Normal",33,,
"1986-M10","1986 October","T001012","Arturo Merino Benítezl",32.4,,
"1986-M10","1986 October","T001013","Cerrillos",32.4,,
"1986-M10","1986 October","T001014","Juan Fernández",21,,
"1986-M10","1986 October","T001016","General Freire",31.6,,
"1986-M10","1986 October","T001017","Bernardo O'Higgins",30.5,,
"1986-M10","1986 October","T001018","Carriel Sur",27,,
"1986-M10","1986 October","T001019","Maquehue",27.2,,
"1986-M10","1986 October","T001020","Pichoy",26.8,,
"1986-M10","1986 October","T001021","Cañal Bajo",24.2,,
"1986-M10","1986 October","T001022","El Tepual",21.9,,
"1986-M10","1986 October","T001023","Teniente Vidal",20.7,,
"1986-M10","1986 October","T001024","Balmaceda",18.6,,
"1986-M10","1986 October","T001025","Pdte. Carlos Ibáñez",15.2,,
"1986-M10","1986 October","T001026","Eduardo Frei Montalva",1.6,,
"1986-M11","1986 November","T001001","Chacalluta",25.1,,
"1986-M11","1986 November","T001002","Diego Aracena",24,,
"1986-M11","1986 November","T001003","Cerro Moreno",22,,
"1986-M11","1986 November","T001004","Mataveri",25.2,,
"1986-M11","1986 November","T001005","Chamonate",30,,
"1986-M11","1986 November","T001006","Vallenar",32,,
"1986-M11","1986 November","T001007","La Florida",21.4,,
"1986-M11","1986 November","T001009","Punta Ángeles",22.2,,
"1986-M11","1986 November","T001011","Quinta Normal",34.2,,
"1986-M11","1986 November","T001012","Arturo Merino Benítezl",33.6,,
"1986-M11","1986 November","T001013","Cerrillos",34.1,,
"1986-M11","1986 November","T001014","Juan Fernández",20,,
"1986-M11","1986 November","T001016","General Freire",31.7,,
"1986-M11","1986 November","T001017","Bernardo O'Higgins",29.6,,
"1986-M11","1986 November","T001018","Carriel Sur",24,,
"1986-M11","1986 November","T001019","Maquehue",25,,
"1986-M11","1986 November","T001020","Pichoy",23.7,,
"1986-M11","1986 November","T001021","Cañal Bajo",24.6,,
"1986-M11","1986 November","T001022","El Tepual",22.9,,
"1986-M11","1986 November","T001023","Teniente Vidal",18.1,,
"1986-M11","1986 November","T001024","Balmaceda",17,,
"1986-M11","1986 November","T001025","Pdte. Carlos Ibáñez",16.2,,
"1986-M11","1986 November","T001026","Eduardo Frei Montalva",2.1,,
"1986-M12","1986 December","T001001","Chacalluta",27,,
"1986-M12","1986 December","T001002","Diego Aracena",26.3,,
"1986-M12","1986 December","T001003","Cerro Moreno",25.7,,
"1986-M12","1986 December","T001004","Mataveri",26.2,,
"1986-M12","1986 December","T001005","Chamonate",30,,
"1986-M12","1986 December","T001006","Vallenar",29.8,,
"1986-M12","1986 December","T001007","La Florida",22.6,,
"1986-M12","1986 December","T001009","Punta Ángeles",24,,
"1986-M12","1986 December","T001011","Quinta Normal",33.6,,
"1986-M12","1986 December","T001012","Arturo Merino Benítezl",33.1,,
"1986-M12","1986 December","T001013","Cerrillos",33.2,,
"1986-M12","1986 December","T001014","Juan Fernández",23.6,,
"1986-M12","1986 December","T001016","General Freire",33.2,,
"1986-M12","1986 December","T001017","Bernardo O'Higgins",32,,
"1986-M12","1986 December","T001018","Carriel Sur",24,,
"1986-M12","1986 December","T001019","Maquehue",26.4,,
"1986-M12","1986 December","T001020","Pichoy",25.6,,
"1986-M12","1986 December","T001021","Cañal Bajo",27.2,,
"1986-M12","1986 December","T001022","El Tepual",25.9,,
"1986-M12","1986 December","T001023","Teniente Vidal",25.7,,
"1986-M12","1986 December","T001024","Balmaceda",25,,
"1986-M12","1986 December","T001025","Pdte. Carlos Ibáñez",23.2,,
"1986-M12","1986 December","T001026","Eduardo Frei Montalva",6.8,,
"1987-M01","1987 January","T001001","Chacalluta",29,,
"1987-M01","1987 January","T001002","Diego Aracena",29.1,,
"1987-M01","1987 January","T001003","Cerro Moreno",26.1,,
"1987-M01","1987 January","T001004","Mataveri",28,,
"1987-M01","1987 January","T001005","Chamonate",30.6,,
"1987-M01","1987 January","T001006","Vallenar",28.8,,
"1987-M01","1987 January","T001007","La Florida",23.2,,
"1987-M01","1987 January","T001009","Punta Ángeles",23.4,,
"1987-M01","1987 January","T001011","Quinta Normal",34.7,,
"1987-M01","1987 January","T001012","Arturo Merino Benítezl",33.5,,
"1987-M01","1987 January","T001013","Cerrillos",33.8,,
"1987-M01","1987 January","T001014","Juan Fernández",25.4,,
"1987-M01","1987 January","T001016","General Freire",34.2,,
"1987-M01","1987 January","T001017","Bernardo O'Higgins",34,,
"1987-M01","1987 January","T001018","Carriel Sur",25.6,,
"1987-M01","1987 January","T001019","Maquehue",31,,
"1987-M01","1987 January","T001020","Pichoy",31.7,,
"1987-M01","1987 January","T001021","Cañal Bajo",28.2,,
"1987-M01","1987 January","T001022","El Tepual",27.2,,
"1987-M01","1987 January","T001023","Teniente Vidal",26.1,,
"1987-M01","1987 January","T001024","Balmaceda",25,,
"1987-M01","1987 January","T001025","Pdte. Carlos Ibáñez",19.2,,
"1987-M01","1987 January","T001026","Eduardo Frei Montalva",7.8,,
"1987-M02","1987 February","T001001","Chacalluta",30.5,,
"1987-M02","1987 February","T001002","Diego Aracena",29.4,,
"1987-M02","1987 February","T001003","Cerro Moreno",29.5,,
"1987-M02","1987 February","T001004","Mataveri",28.6,,
"1987-M02","1987 February","T001005","Chamonate",30.6,,
"1987-M02","1987 February","T001006","Vallenar",30.3,,
"1987-M02","1987 February","T001007","La Florida",25.2,,
"1987-M02","1987 February","T001009","Punta Ángeles",25,,
"1987-M02","1987 February","T001011","Quinta Normal",34.8,,
"1987-M02","1987 February","T001012","Arturo Merino Benítezl",34.4,,
"1987-M02","1987 February","T001013","Cerrillos",33.6,,
"1987-M02","1987 February","T001014","Juan Fernández",24,,
"1987-M02","1987 February","T001016","General Freire",34.9,,
"1987-M02","1987 February","T001017","Bernardo O'Higgins",35.6,,
"1987-M02","1987 February","T001018","Carriel Sur",27.4,,
"1987-M02","1987 February","T001019","Maquehue",31.8,,
"1987-M02","1987 February","T001020","Pichoy",31.4,,
"1987-M02","1987 February","T001021","Cañal Bajo",30.6,,
"1987-M02","1987 February","T001022","El Tepual",25.7,,
"1987-M02","1987 February","T001023","Teniente Vidal",26.9,,
"1987-M02","1987 February","T001024","Balmaceda",25.7,,
"1987-M02","1987 February","T001025","Pdte. Carlos Ibáñez",24.4,,
"1987-M02","1987 February","T001026","Eduardo Frei Montalva",5.8,,
"1987-M03","1987 March","T001001","Chacalluta",29,,
"1987-M03","1987 March","T001002","Diego Aracena",29.3,,
"1987-M03","1987 March","T001003","Cerro Moreno",27.6,,
"1987-M03","1987 March","T001004","Mataveri",28.8,,
"1987-M03","1987 March","T001005","Chamonate",30.8,,
"1987-M03","1987 March","T001006","Vallenar",29.9,,
"1987-M03","1987 March","T001007","La Florida",23.6,,
"1987-M03","1987 March","T001009","Punta Ángeles",24,,
"1987-M03","1987 March","T001011","Quinta Normal",32.4,,
"1987-M03","1987 March","T001012","Arturo Merino Benítezl",32.6,,
"1987-M03","1987 March","T001013","Cerrillos",31.7,,
"1987-M03","1987 March","T001014","Juan Fernández",24.9,,
"1987-M03","1987 March","T001016","General Freire",32.3,,
"1987-M03","1987 March","T001017","Bernardo O'Higgins",34.2,,
"1987-M03","1987 March","T001018","Carriel Sur",28.4,,
"1987-M03","1987 March","T001019","Maquehue",31.6,,
"1987-M03","1987 March","T001020","Pichoy",29,,
"1987-M03","1987 March","T001021","Cañal Bajo",28.8,,
"1987-M03","1987 March","T001022","El Tepual",25.6,,
"1987-M03","1987 March","T001023","Teniente Vidal",26,,
"1987-M03","1987 March","T001024","Balmaceda",25.8,,
"1987-M03","1987 March","T001025","Pdte. Carlos Ibáñez",17.6,,
"1987-M03","1987 March","T001026","Eduardo Frei Montalva",7.8,,
"1987-M04","1987 April","T001001","Chacalluta",26.3,,
"1987-M04","1987 April","T001002","Diego Aracena",25.2,,
"1987-M04","1987 April","T001003","Cerro Moreno",23.4,,
"1987-M04","1987 April","T001004","Mataveri",27.6,,
"1987-M04","1987 April","T001005","Chamonate",30.4,,
"1987-M04","1987 April","T001006","Vallenar",30.2,,
"1987-M04","1987 April","T001007","La Florida",22.6,,
"1987-M04","1987 April","T001009","Punta Ángeles",23.8,,
"1987-M04","1987 April","T001011","Quinta Normal",31.4,,
"1987-M04","1987 April","T001012","Arturo Merino Benítezl",31.9,,
"1987-M04","1987 April","T001013","Cerrillos",30.6,,
"1987-M04","1987 April","T001014","Juan Fernández",21.8,,
"1987-M04","1987 April","T001016","General Freire",28.4,,
"1987-M04","1987 April","T001017","Bernardo O'Higgins",26.1,,
"1987-M04","1987 April","T001018","Carriel Sur",24,,
"1987-M04","1987 April","T001019","Maquehue",24,,
"1987-M04","1987 April","T001020","Pichoy",21.4,,
"1987-M04","1987 April","T001021","Cañal Bajo",20.3,,
"1987-M04","1987 April","T001022","El Tepual",18.6,,
"1987-M04","1987 April","T001023","Teniente Vidal",20.4,,
"1987-M04","1987 April","T001024","Balmaceda",19.2,,
"1987-M04","1987 April","T001025","Pdte. Carlos Ibáñez",15.8,,
"1987-M04","1987 April","T001026","Eduardo Frei Montalva",2.5,,
"1987-M05","1987 May","T001001","Chacalluta",25.4,,
"1987-M05","1987 May","T001002","Diego Aracena",24.2,,
"1987-M05","1987 May","T001003","Cerro Moreno",23.4,,
"1987-M05","1987 May","T001004","Mataveri",24.8,,
"1987-M05","1987 May","T001005","Chamonate",30,,
"1987-M05","1987 May","T001006","Vallenar",27.4,,
"1987-M05","1987 May","T001007","La Florida",20.9,,
"1987-M05","1987 May","T001009","Punta Ángeles",19,,
"1987-M05","1987 May","T001011","Quinta Normal",24.4,,
"1987-M05","1987 May","T001012","Arturo Merino Benítezl",23.3,,
"1987-M05","1987 May","T001013","Cerrillos",24,,
"1987-M05","1987 May","T001014","Juan Fernández",18.6,,
"1987-M05","1987 May","T001016","General Freire",19.2,,
"1987-M05","1987 May","T001017","Bernardo O'Higgins",18.4,,
"1987-M05","1987 May","T001018","Carriel Sur",17.8,,
"1987-M05","1987 May","T001019","Maquehue",19.2,,
"1987-M05","1987 May","T001020","Pichoy",18,,
"1987-M05","1987 May","T001021","Cañal Bajo",17.4,,
"1987-M05","1987 May","T001022","El Tepual",16.6,,
"1987-M05","1987 May","T001023","Teniente Vidal",15.2,,
"1987-M05","1987 May","T001024","Balmaceda",13.6,,
"1987-M05","1987 May","T001025","Pdte. Carlos Ibáñez",12.3,,
"1987-M05","1987 May","T001026","Eduardo Frei Montalva",3.8,,
"1987-M06","1987 June","T001001","Chacalluta",21.6,,
"1987-M06","1987 June","T001002","Diego Aracena",21.6,,
"1987-M06","1987 June","T001003","Cerro Moreno",19.9,,
"1987-M06","1987 June","T001004","Mataveri",24.2,,
"1987-M06","1987 June","T001005","Chamonate",25.2,,
"1987-M06","1987 June","T001006","Vallenar",29.2,,
"1987-M06","1987 June","T001007","La Florida",20,,
"1987-M06","1987 June","T001009","Punta Ángeles",23,,
"1987-M06","1987 June","T001011","Quinta Normal",26.8,,
"1987-M06","1987 June","T001012","Arturo Merino Benítezl",25.1,,
"1987-M06","1987 June","T001013","Cerrillos",23.1,,
"1987-M06","1987 June","T001014","Juan Fernández",22,,
"1987-M06","1987 June","T001016","General Freire",20.1,,
"1987-M06","1987 June","T001017","Bernardo O'Higgins",20.8,,
"1987-M06","1987 June","T001018","Carriel Sur",19,,
"1987-M06","1987 June","T001019","Maquehue",17.3,,
"1987-M06","1987 June","T001020","Pichoy",16.4,,
"1987-M06","1987 June","T001021","Cañal Bajo",16.8,,
"1987-M06","1987 June","T001022","El Tepual",15.4,,
"1987-M06","1987 June","T001023","Teniente Vidal",15,,
"1987-M06","1987 June","T001024","Balmaceda",13.4,,
"1987-M06","1987 June","T001025","Pdte. Carlos Ibáñez",9.2,,
"1987-M06","1987 June","T001026","Eduardo Frei Montalva",0.3,,
"1987-M07","1987 July","T001001","Chacalluta",21.6,,
"1987-M07","1987 July","T001002","Diego Aracena",20.8,,
"1987-M07","1987 July","T001003","Cerro Moreno",21.8,,
"1987-M07","1987 July","T001004","Mataveri",22.9,,
"1987-M07","1987 July","T001005","Chamonate",31.8,,
"1987-M07","1987 July","T001006","Vallenar",30.2,,
"1987-M07","1987 July","T001007","La Florida",23.5,,
"1987-M07","1987 July","T001009","Punta Ángeles",21.5,,
"1987-M07","1987 July","T001011","Quinta Normal",24.4,,
"1987-M07","1987 July","T001012","Arturo Merino Benítezl",23,,
"1987-M07","1987 July","T001013","Cerrillos",24,,
"1987-M07","1987 July","T001014","Juan Fernández",18,,
"1987-M07","1987 July","T001016","General Freire",19.2,,
"1987-M07","1987 July","T001017","Bernardo O'Higgins",17.1,,
"1987-M07","1987 July","T001018","Carriel Sur",16.4,,
"1987-M07","1987 July","T001019","Maquehue",16.8,,
"1987-M07","1987 July","T001020","Pichoy",15.8,,
"1987-M07","1987 July","T001021","Cañal Bajo",15.8,,
"1987-M07","1987 July","T001022","El Tepual",14.5,,
"1987-M07","1987 July","T001023","Teniente Vidal",10.8,,
"1987-M07","1987 July","T001024","Balmaceda",9.9,,
"1987-M07","1987 July","T001025","Pdte. Carlos Ibáñez",8.2,,
"1987-M07","1987 July","T001026","Eduardo Frei Montalva",0,,
"1987-M08","1987 August","T001001","Chacalluta",20.4,,
"1987-M08","1987 August","T001002","Diego Aracena",21.3,,
"1987-M08","1987 August","T001003","Cerro Moreno",20.4,,
"1987-M08","1987 August","T001004","Mataveri",22.6,,
"1987-M08","1987 August","T001005","Chamonate",33.1,,
"1987-M08","1987 August","T001006","Vallenar",34,,
"1987-M08","1987 August","T001007","La Florida",24.6,,
"1987-M08","1987 August","T001009","Punta Ángeles",21.2,,
"1987-M08","1987 August","T001011","Quinta Normal",24,,
"1987-M08","1987 August","T001012","Arturo Merino Benítezl",22.7,,
"1987-M08","1987 August","T001013","Cerrillos",23.6,,
"1987-M08","1987 August","T001014","Juan Fernández",17.4,,
"1987-M08","1987 August","T001016","General Freire",18.4,,
"1987-M08","1987 August","T001017","Bernardo O'Higgins",18.5,,
"1987-M08","1987 August","T001018","Carriel Sur",16.2,,
"1987-M08","1987 August","T001019","Maquehue",17,,
"1987-M08","1987 August","T001020","Pichoy",15.9,,
"1987-M08","1987 August","T001021","Cañal Bajo",14.6,,
"1987-M08","1987 August","T001022","El Tepual",14.7,,
"1987-M08","1987 August","T001023","Teniente Vidal",12.6,,
"1987-M08","1987 August","T001024","Balmaceda",10.2,,
"1987-M08","1987 August","T001025","Pdte. Carlos Ibáñez",11.2,,
"1987-M08","1987 August","T001026","Eduardo Frei Montalva",1.1,,
"1987-M09","1987 September","T001001","Chacalluta",21.4,,
"1987-M09","1987 September","T001002","Diego Aracena",21.2,,
"1987-M09","1987 September","T001003","Cerro Moreno",22.6,,
"1987-M09","1987 September","T001004","Mataveri",23.2,,
"1987-M09","1987 September","T001005","Chamonate",26.4,,
"1987-M09","1987 September","T001006","Vallenar",27.2,,
"1987-M09","1987 September","T001007","La Florida",20.1,,
"1987-M09","1987 September","T001009","Punta Ángeles",19.4,,
"1987-M09","1987 September","T001011","Quinta Normal",28.1,,
"1987-M09","1987 September","T001012","Arturo Merino Benítezl",26.4,,
"1987-M09","1987 September","T001013","Cerrillos",27.2,,
"1987-M09","1987 September","T001014","Juan Fernández",19.4,,
"1987-M09","1987 September","T001016","General Freire",22.4,,
"1987-M09","1987 September","T001017","Bernardo O'Higgins",22.5,,
"1987-M09","1987 September","T001018","Carriel Sur",20,,
"1987-M09","1987 September","T001019","Maquehue",19,,
"1987-M09","1987 September","T001020","Pichoy",18.4,,
"1987-M09","1987 September","T001021","Cañal Bajo",18.8,,
"1987-M09","1987 September","T001022","El Tepual",18.8,,
"1987-M09","1987 September","T001023","Teniente Vidal",17.5,,
"1987-M09","1987 September","T001024","Balmaceda",16.3,,
"1987-M09","1987 September","T001025","Pdte. Carlos Ibáñez",12.6,,
"1987-M09","1987 September","T001026","Eduardo Frei Montalva",1.1,,
"1987-M10","1987 October","T001001","Chacalluta",22.8,,
"1987-M10","1987 October","T001002","Diego Aracena",22.8,,
"1987-M10","1987 October","T001003","Cerro Moreno",25,,
"1987-M10","1987 October","T001004","Mataveri",24.4,,
"1987-M10","1987 October","T001005","Chamonate",26.9,,
"1987-M10","1987 October","T001006","Vallenar",28,,
"1987-M10","1987 October","T001007","La Florida",20.4,,
"1987-M10","1987 October","T001011","Quinta Normal",29.1,,
"1987-M10","1987 October","T001012","Arturo Merino Benítezl",28.4,,
"1987-M10","1987 October","T001013","Cerrillos",28.7,,
"1987-M10","1987 October","T001014","Juan Fernández",19,,
"1987-M10","1987 October","T001016","General Freire",28.3,,
"1987-M10","1987 October","T001017","Bernardo O'Higgins",27,,
"1987-M10","1987 October","T001018","Carriel Sur",21.6,,
"1987-M10","1987 October","T001019","Maquehue",22.8,,
"1987-M10","1987 October","T001020","Pichoy",23.8,,
"1987-M10","1987 October","T001021","Cañal Bajo",22.8,,
"1987-M10","1987 October","T001022","El Tepual",21,,
"1987-M10","1987 October","T001023","Teniente Vidal",21.7,,
"1987-M10","1987 October","T001024","Balmaceda",19.9,,
"1987-M10","1987 October","T001025","Pdte. Carlos Ibáñez",15.6,,
"1987-M10","1987 October","T001026","Eduardo Frei Montalva",1.7,,
"1987-M11","1987 November","T001001","Chacalluta",24.8,,
"1987-M11","1987 November","T001002","Diego Aracena",25,,
"1987-M11","1987 November","T001003","Cerro Moreno",23.3,,
"1987-M11","1987 November","T001004","Mataveri",26,,
"1987-M11","1987 November","T001005","Chamonate",29.2,,
"1987-M11","1987 November","T001006","Vallenar",30,,
"1987-M11","1987 November","T001007","La Florida",21.3,,
"1987-M11","1987 November","T001011","Quinta Normal",33,,
"1987-M11","1987 November","T001012","Arturo Merino Benítezl",33.3,,
"1987-M11","1987 November","T001013","Cerrillos",32.6,,
"1987-M11","1987 November","T001014","Juan Fernández",22.6,,
"1987-M11","1987 November","T001016","General Freire",27.4,,
"1987-M11","1987 November","T001017","Bernardo O'Higgins",30.5,,
"1987-M11","1987 November","T001018","Carriel Sur",24.8,,
"1987-M11","1987 November","T001019","Maquehue",28,,
"1987-M11","1987 November","T001020","Pichoy",27.4,,
"1987-M11","1987 November","T001021","Cañal Bajo",24.1,,
"1987-M11","1987 November","T001022","El Tepual",23.7,,
"1987-M11","1987 November","T001023","Teniente Vidal",25.4,,
"1987-M11","1987 November","T001024","Balmaceda",24.3,,
"1987-M11","1987 November","T001025","Pdte. Carlos Ibáñez",18.8,,
"1987-M11","1987 November","T001026","Eduardo Frei Montalva",2.9,,
"1987-M12","1987 December","T001001","Chacalluta",26.2,,
"1987-M12","1987 December","T001002","Diego Aracena",26.8,,
"1987-M12","1987 December","T001003","Cerro Moreno",23.6,,
"1987-M12","1987 December","T001004","Mataveri",27.8,,
"1987-M12","1987 December","T001005","Chamonate",29.2,,
"1987-M12","1987 December","T001006","Vallenar",27.8,,
"1987-M12","1987 December","T001007","La Florida",21.8,,
"1987-M12","1987 December","T001009","Punta Ángeles",25.4,,
"1987-M12","1987 December","T001011","Quinta Normal",34,,
"1987-M12","1987 December","T001012","Arturo Merino Benítezl",33.6,,
