"DTI_CL_MES","Month","DTI_CL_ESTACIONES_METEO","DMC weather stations","Value","Flag Codes","Flags"
"2011-M09","2011 September","T001020","Pichoy",19.8,,
"2011-M09","2011 September","T001021","Cañal Bajo",18.4,,
"2011-M09","2011 September","T001022","El Tepual",17.3,,
"2011-M09","2011 September","T001023","Teniente Vidal",16,,
"2011-M09","2011 September","T001024","Balmaceda",14.3,,
"2011-M09","2011 September","T001025","Pdte. Carlos Ibáñez",11.7,,
"2011-M09","2011 September","T001026","Eduardo Frei Montalva",2.5,,
"2011-M10","2011 October","T001001","Chacalluta",21.5,,
"2011-M10","2011 October","T001002","Diego Aracena",20.8,,
"2011-M10","2011 October","T001003","Cerro Moreno",20.6,,
"2011-M10","2011 October","T001004","Mataveri",24.1,,
"2011-M10","2011 October","T001007","La Florida",19.2,,
"2011-M10","2011 October","T001009","Punta Ángeles",23.5,,
"2011-M10","2011 October","T001010","Jardín Botánico",28.4,,
"2011-M10","2011 October","T001011","Quinta Normal",30.6,,
"2011-M10","2011 October","T001012","Arturo Merino Benítezl",30.6,,
"2011-M10","2011 October","T001014","Juan Fernández",18.7,,
"2011-M10","2011 October","T001015","Graneros",29.8,,
"2011-M10","2011 October","T001016","General Freire",28.2,,
"2011-M10","2011 October","T001017","Bernardo O'Higgins",27.4,,
"2011-M10","2011 October","T001018","Carriel Sur",20.6,,
"2011-M10","2011 October","T001019","Maquehue",25.5,,
"2011-M10","2011 October","T001020","Pichoy",25.2,,
"2011-M10","2011 October","T001021","Cañal Bajo",23,,
"2011-M10","2011 October","T001022","El Tepual",17.9,,
"2011-M10","2011 October","T001023","Teniente Vidal",24.5,,
"2011-M10","2011 October","T001024","Balmaceda",23.4,,
"2011-M10","2011 October","T001025","Pdte. Carlos Ibáñez",15.2,,
"2011-M10","2011 October","T001026","Eduardo Frei Montalva",3.3,,
"2011-M11","2011 November","T001001","Chacalluta",23.3,,
"2011-M11","2011 November","T001002","Diego Aracena",24,,
"2011-M11","2011 November","T001003","Cerro Moreno",20.9,,
"2011-M11","2011 November","T001004","Mataveri",25,,
"2011-M11","2011 November","T001007","La Florida",21.5,,
"2011-M11","2011 November","T001009","Punta Ángeles",24.3,,
"2011-M11","2011 November","T001010","Jardín Botánico",29.6,,
"2011-M11","2011 November","T001011","Quinta Normal",34,,
"2011-M11","2011 November","T001012","Arturo Merino Benítezl",33.5,,
"2011-M11","2011 November","T001014","Juan Fernández",21.9,,
"2011-M11","2011 November","T001015","Graneros",33.8,,
"2011-M11","2011 November","T001016","General Freire",32.4,,
"2011-M11","2011 November","T001017","Bernardo O'Higgins",31,,
"2011-M11","2011 November","T001018","Carriel Sur",25.2,,
"2011-M11","2011 November","T001019","Maquehue",26.2,,
"2011-M11","2011 November","T001020","Pichoy",26.5,,
"2011-M11","2011 November","T001021","Cañal Bajo",24.9,,
"2011-M11","2011 November","T001022","El Tepual",20.5,,
"2011-M11","2011 November","T001023","Teniente Vidal",26.8,,
"2011-M11","2011 November","T001024","Balmaceda",25.5,,
"2011-M11","2011 November","T001025","Pdte. Carlos Ibáñez",18.9,,
"2011-M11","2011 November","T001026","Eduardo Frei Montalva",4.4,,
"2011-M12","2011 December","T001001","Chacalluta",26.3,,
"2011-M12","2011 December","T001002","Diego Aracena",25,,
"2011-M12","2011 December","T001003","Cerro Moreno",23.6,,
"2011-M12","2011 December","T001004","Mataveri",26.5,,
"2011-M12","2011 December","T001007","La Florida",22.1,,
"2011-M12","2011 December","T001009","Punta Ángeles",24.8,,
"2011-M12","2011 December","T001010","Jardín Botánico",30.4,,
"2011-M12","2011 December","T001011","Quinta Normal",33.6,,
"2011-M12","2011 December","T001012","Arturo Merino Benítezl",33.5,,
"2011-M12","2011 December","T001014","Juan Fernández",22.9,,
"2011-M12","2011 December","T001015","Graneros",32.4,,
"2011-M12","2011 December","T001016","General Freire",35,,
"2011-M12","2011 December","T001017","Bernardo O'Higgins",34.6,,
"2011-M12","2011 December","T001018","Carriel Sur",28,,
"2011-M12","2011 December","T001019","Maquehue",32.5,,
"2011-M12","2011 December","T001020","Pichoy",31.4,,
"2011-M12","2011 December","T001021","Cañal Bajo",28.2,,
"2011-M12","2011 December","T001022","El Tepual",23.5,,
"2011-M12","2011 December","T001023","Teniente Vidal",32.2,,
"2011-M12","2011 December","T001024","Balmaceda",31.4,,
"2011-M12","2011 December","T001025","Pdte. Carlos Ibáñez",22.1,,
"2011-M12","2011 December","T001026","Eduardo Frei Montalva",3.9,,
"2012-M01","2012 January","T001001","Chacalluta",26.5,,
"2012-M01","2012 January","T001002","Diego Aracena",26.8,,
"2012-M01","2012 January","T001003","Cerro Moreno",24.1,,
"2012-M01","2012 January","T001004","Mataveri",27.9,,
"2012-M01","2012 January","T001007","La Florida",25,,
"2012-M01","2012 January","T001009","Punta Ángeles",24.5,,
"2012-M01","2012 January","T001010","Jardín Botánico",32,,
"2012-M01","2012 January","T001011","Quinta Normal",34,,
"2012-M01","2012 January","T001012","Arturo Merino Benítezl",33.8,,
"2012-M01","2012 January","T001014","Juan Fernández",27.2,,
"2012-M01","2012 January","T001016","General Freire",35.4,,
"2012-M01","2012 January","T001017","Bernardo O'Higgins",37,,
"2012-M01","2012 January","T001018","Carriel Sur",29.1,,
"2012-M01","2012 January","T001019","Maquehue",36,,
"2012-M01","2012 January","T001020","Pichoy",32.6,,
"2012-M01","2012 January","T001021","Cañal Bajo",32.5,,
"2012-M01","2012 January","T001022","El Tepual",26.4,,
"2012-M01","2012 January","T001023","Teniente Vidal",30,,
"2012-M01","2012 January","T001024","Balmaceda",28.8,,
"2012-M01","2012 January","T001025","Pdte. Carlos Ibáñez",19.4,,
"2012-M01","2012 January","T001026","Eduardo Frei Montalva",5.3,,
"2012-M02","2012 February","T001001","Chacalluta",27.5,,
"2012-M02","2012 February","T001002","Diego Aracena",29,,
"2012-M02","2012 February","T001003","Cerro Moreno",27.5,,
"2012-M02","2012 February","T001004","Mataveri",29.5,,
"2012-M02","2012 February","T001007","La Florida",25.6,,
"2012-M02","2012 February","T001009","Punta Ángeles",25.5,,
"2012-M02","2012 February","T001010","Jardín Botánico",32,,
"2012-M02","2012 February","T001011","Quinta Normal",34.9,,
"2012-M02","2012 February","T001012","Arturo Merino Benítezl",34.2,,
"2012-M02","2012 February","T001014","Juan Fernández",25.5,,
"2012-M02","2012 February","T001016","General Freire",34.9,,
"2012-M02","2012 February","T001017","Bernardo O'Higgins",35,,
"2012-M02","2012 February","T001018","Carriel Sur",27.7,,
"2012-M02","2012 February","T001019","Maquehue",31.9,,
"2012-M02","2012 February","T001020","Pichoy",29.8,,
"2012-M02","2012 February","T001021","Cañal Bajo",29.2,,
"2012-M02","2012 February","T001022","El Tepual",24.5,,
"2012-M02","2012 February","T001023","Teniente Vidal",22.5,,
"2012-M02","2012 February","T001024","Balmaceda",23,,
"2012-M02","2012 February","T001025","Pdte. Carlos Ibáñez",21.2,,
"2012-M02","2012 February","T001026","Eduardo Frei Montalva",4.5,,
"2012-M03","2012 March","T001001","Chacalluta",28.6,,
"2012-M03","2012 March","T001002","Diego Aracena",28.2,,
"2012-M03","2012 March","T001003","Cerro Moreno",24.9,,
"2012-M03","2012 March","T001004","Mataveri",28.9,,
"2012-M03","2012 March","T001007","La Florida",23.4,,
"2012-M03","2012 March","T001009","Punta Ángeles",28.1,,
"2012-M03","2012 March","T001010","Jardín Botánico",35.4,,
"2012-M03","2012 March","T001011","Quinta Normal",35.2,,
"2012-M03","2012 March","T001012","Arturo Merino Benítezl",35.7,,
"2012-M03","2012 March","T001014","Juan Fernández",26.5,,
"2012-M03","2012 March","T001016","General Freire",33.7,,
"2012-M03","2012 March","T001017","Bernardo O'Higgins",32.2,,
"2012-M03","2012 March","T001018","Carriel Sur",29.7,,
"2012-M03","2012 March","T001019","Maquehue",31,,
"2012-M03","2012 March","T001020","Pichoy",28.3,,
"2012-M03","2012 March","T001021","Cañal Bajo",26.2,,
"2012-M03","2012 March","T001022","El Tepual",22.3,,
"2012-M03","2012 March","T001023","Teniente Vidal",25.1,,
"2012-M03","2012 March","T001024","Balmaceda",25.7,,
"2012-M03","2012 March","T001025","Pdte. Carlos Ibáñez",19.4,,
"2012-M03","2012 March","T001026","Eduardo Frei Montalva",8.4,,
"2012-M04","2012 April","T001001","Chacalluta",27.5,,
"2012-M04","2012 April","T001002","Diego Aracena",28.4,,
"2012-M04","2012 April","T001003","Cerro Moreno",27.7,,
"2012-M04","2012 April","T001004","Mataveri",27.9,,
"2012-M04","2012 April","T001007","La Florida",23.6,,
"2012-M04","2012 April","T001009","Punta Ángeles",25.2,,
"2012-M04","2012 April","T001010","Jardín Botánico",28.6,,
"2012-M04","2012 April","T001011","Quinta Normal",31,,
"2012-M04","2012 April","T001012","Arturo Merino Benítezl",30.8,,
"2012-M04","2012 April","T001014","Juan Fernández",22.1,,
"2012-M04","2012 April","T001016","General Freire",29,,
"2012-M04","2012 April","T001017","Bernardo O'Higgins",27.6,,
"2012-M04","2012 April","T001018","Carriel Sur",22.1,,
"2012-M04","2012 April","T001019","Maquehue",24.4,,
"2012-M04","2012 April","T001020","Pichoy",20.7,,
"2012-M04","2012 April","T001021","Cañal Bajo",19,,
"2012-M04","2012 April","T001022","El Tepual",19.6,,
"2012-M04","2012 April","T001023","Teniente Vidal",16.8,,
"2012-M04","2012 April","T001024","Balmaceda",16.2,,
"2012-M04","2012 April","T001025","Pdte. Carlos Ibáñez",14,,
"2012-M04","2012 April","T001026","Eduardo Frei Montalva",3.1,,
"2012-M05","2012 May","T001001","Chacalluta",23.7,,
"2012-M05","2012 May","T001002","Diego Aracena",25,,
"2012-M05","2012 May","T001003","Cerro Moreno",22.3,,
"2012-M05","2012 May","T001004","Mataveri",25.3,,
"2012-M05","2012 May","T001007","La Florida",25.6,,
"2012-M05","2012 May","T001009","Punta Ángeles",21.5,,
"2012-M05","2012 May","T001011","Quinta Normal",28,,
"2012-M05","2012 May","T001012","Arturo Merino Benítezl",27.6,,
"2012-M05","2012 May","T001014","Juan Fernández",22.3,,
"2012-M05","2012 May","T001016","General Freire",24.4,,
"2012-M05","2012 May","T001017","Bernardo O'Higgins",24.6,,
"2012-M05","2012 May","T001018","Carriel Sur",21,,
"2012-M05","2012 May","T001019","Maquehue",20.5,,
"2012-M05","2012 May","T001020","Pichoy",18.2,,
"2012-M05","2012 May","T001021","Cañal Bajo",19,,
"2012-M05","2012 May","T001022","El Tepual",18,,
"2012-M05","2012 May","T001023","Teniente Vidal",13.6,,
"2012-M05","2012 May","T001024","Balmaceda",14.6,,
"2012-M05","2012 May","T001025","Pdte. Carlos Ibáñez",9.7,,
"2012-M05","2012 May","T001026","Eduardo Frei Montalva",3.2,,
"2012-M06","2012 June","T001001","Chacalluta",21.7,,
"2012-M06","2012 June","T001002","Diego Aracena",21.5,,
"2012-M06","2012 June","T001003","Cerro Moreno",20.7,,
"2012-M06","2012 June","T001004","Mataveri",22.5,,
"2012-M06","2012 June","T001007","La Florida",21.3,,
"2012-M06","2012 June","T001009","Punta Ángeles",23,,
"2012-M06","2012 June","T001010","Jardín Botánico",23.4,,
"2012-M06","2012 June","T001011","Quinta Normal",24,,
"2012-M06","2012 June","T001012","Arturo Merino Benítezl",22.8,,
"2012-M06","2012 June","T001014","Juan Fernández",21.8,,
"2012-M06","2012 June","T001016","General Freire",19.3,,
"2012-M06","2012 June","T001017","Bernardo O'Higgins",17,,
"2012-M06","2012 June","T001018","Carriel Sur",17.9,,
"2012-M06","2012 June","T001019","Maquehue",15.9,,
"2012-M06","2012 June","T001020","Pichoy",15.7,,
"2012-M06","2012 June","T001021","Cañal Bajo",15.8,,
"2012-M06","2012 June","T001022","El Tepual",13.9,,
"2012-M06","2012 June","T001023","Teniente Vidal",12.4,,
"2012-M06","2012 June","T001024","Balmaceda",9.5,,
"2012-M06","2012 June","T001025","Pdte. Carlos Ibáñez",6.8,,
"2012-M06","2012 June","T001026","Eduardo Frei Montalva",-0.2,,
"2012-M07","2012 July","T001001","Chacalluta",20.6,,
"2012-M07","2012 July","T001002","Diego Aracena",19.2,,
"2012-M07","2012 July","T001003","Cerro Moreno",18,,
"2012-M07","2012 July","T001004","Mataveri",22.5,,
"2012-M07","2012 July","T001007","La Florida",21,,
"2012-M07","2012 July","T001009","Punta Ángeles",20.6,,
"2012-M07","2012 July","T001010","Jardín Botánico",20.4,,
"2012-M07","2012 July","T001011","Quinta Normal",28.4,,
"2012-M07","2012 July","T001012","Arturo Merino Benítezl",24.8,,
"2012-M07","2012 July","T001014","Juan Fernández",19.1,,
"2012-M07","2012 July","T001016","General Freire",18.2,,
"2012-M07","2012 July","T001017","Bernardo O'Higgins",20.4,,
"2012-M07","2012 July","T001018","Carriel Sur",18.8,,
"2012-M07","2012 July","T001019","Maquehue",16.2,,
"2012-M07","2012 July","T001020","Pichoy",13.4,,
"2012-M07","2012 July","T001021","Cañal Bajo",14.2,,
"2012-M07","2012 July","T001022","El Tepual",13.9,,
"2012-M07","2012 July","T001023","Teniente Vidal",12.8,,
"2012-M07","2012 July","T001024","Balmaceda",10.7,,
"2012-M07","2012 July","T001025","Pdte. Carlos Ibáñez",7.7,,
"2012-M07","2012 July","T001026","Eduardo Frei Montalva",0.8,,
"2012-M08","2012 August","T001001","Chacalluta",19.2,,
"2012-M08","2012 August","T001002","Diego Aracena",19,,
"2012-M08","2012 August","T001003","Cerro Moreno",19.3,,
"2012-M08","2012 August","T001004","Mataveri",22.8,,
"2012-M08","2012 August","T001007","La Florida",20.7,,
"2012-M08","2012 August","T001009","Punta Ángeles",21.7,,
"2012-M08","2012 August","T001010","Jardín Botánico",24.4,,
"2012-M08","2012 August","T001011","Quinta Normal",25.5,,
"2012-M08","2012 August","T001012","Arturo Merino Benítezl",28.5,,
"2012-M08","2012 August","T001014","Juan Fernández",18.1,,
"2012-M08","2012 August","T001016","General Freire",21.1,,
"2012-M08","2012 August","T001017","Bernardo O'Higgins",20.6,,
"2012-M08","2012 August","T001018","Carriel Sur",17.1,,
"2012-M08","2012 August","T001019","Maquehue",19.6,,
"2012-M08","2012 August","T001020","Pichoy",16.7,,
"2012-M08","2012 August","T001021","Cañal Bajo",15.5,,
"2012-M08","2012 August","T001022","El Tepual",14.6,,
"2012-M08","2012 August","T001023","Teniente Vidal",14,,
"2012-M08","2012 August","T001024","Balmaceda",12.8,,
"2012-M08","2012 August","T001025","Pdte. Carlos Ibáñez",10.8,,
"2012-M08","2012 August","T001026","Eduardo Frei Montalva",1.7,,
"2012-M09","2012 September","T001001","Chacalluta",20.8,,
"2012-M09","2012 September","T001002","Diego Aracena",19.5,,
"2012-M09","2012 September","T001003","Cerro Moreno",17.7,,
"2012-M09","2012 September","T001004","Mataveri",23.6,,
"2012-M09","2012 September","T001007","La Florida",18.8,,
"2012-M09","2012 September","T001009","Punta Ángeles",21,,
"2012-M09","2012 September","T001010","Jardín Botánico",25.4,,
"2012-M09","2012 September","T001011","Quinta Normal",29.8,,
"2012-M09","2012 September","T001012","Arturo Merino Benítezl",30.5,,
"2012-M09","2012 September","T001014","Juan Fernández",17.1,,
"2012-M09","2012 September","T001016","General Freire",26.6,,
"2012-M09","2012 September","T001017","Bernardo O'Higgins",26.6,,
"2012-M09","2012 September","T001018","Carriel Sur",24.9,,
"2012-M09","2012 September","T001019","Maquehue",26.6,,
"2012-M09","2012 September","T001020","Pichoy",25.9,,
"2012-M09","2012 September","T001021","Cañal Bajo",23.7,,
"2012-M09","2012 September","T001022","El Tepual",23.7,,
"2012-M09","2012 September","T001023","Teniente Vidal",20,,
"2012-M09","2012 September","T001024","Balmaceda",19,,
"2012-M09","2012 September","T001025","Pdte. Carlos Ibáñez",12.7,,
"2012-M09","2012 September","T001026","Eduardo Frei Montalva",0.8,,
"2012-M10","2012 October","T001001","Chacalluta",21.8,,
"2012-M10","2012 October","T001002","Diego Aracena",20.1,,
"2012-M10","2012 October","T001003","Cerro Moreno",20.7,,
"2012-M10","2012 October","T001004","Mataveri",24,,
"2012-M10","2012 October","T001007","La Florida",20.9,,
"2012-M10","2012 October","T001009","Punta Ángeles",22.6,,
"2012-M10","2012 October","T001010","Jardín Botánico",26.4,,
"2012-M10","2012 October","T001011","Quinta Normal",29.1,,
"2012-M10","2012 October","T001012","Arturo Merino Benítezl",30.6,,
"2012-M10","2012 October","T001014","Juan Fernández",18.7,,
"2012-M10","2012 October","T001016","General Freire",24.1,,
"2012-M10","2012 October","T001017","Bernardo O'Higgins",24.4,,
"2012-M10","2012 October","T001018","Carriel Sur",21.2,,
"2012-M10","2012 October","T001019","Maquehue",21.9,,
"2012-M10","2012 October","T001020","Pichoy",21.7,,
"2012-M10","2012 October","T001021","Cañal Bajo",19.6,,
"2012-M10","2012 October","T001022","El Tepual",18.1,,
"2012-M10","2012 October","T001023","Teniente Vidal",20.4,,
"2012-M10","2012 October","T001024","Balmaceda",19.9,,
"2012-M10","2012 October","T001025","Pdte. Carlos Ibáñez",14,,
"2012-M10","2012 October","T001026","Eduardo Frei Montalva",2.2,,
"2012-M11","2012 November","T001001","Chacalluta",22.8,,
"2012-M11","2012 November","T001002","Diego Aracena",22.8,,
"2012-M11","2012 November","T001003","Cerro Moreno",22.6,,
"2012-M11","2012 November","T001004","Mataveri",25.6,,
"2012-M11","2012 November","T001007","La Florida",21.4,,
"2012-M11","2012 November","T001009","Punta Ángeles",23.5,,
"2012-M11","2012 November","T001010","Jardín Botánico",33.6,,
"2012-M11","2012 November","T001011","Quinta Normal",32.6,,
"2012-M11","2012 November","T001012","Arturo Merino Benítezl",33.5,,
"2012-M11","2012 November","T001014","Juan Fernández",20.8,,
"2012-M11","2012 November","T001016","General Freire",31,,
"2012-M11","2012 November","T001017","Bernardo O'Higgins",29.4,,
"2012-M11","2012 November","T001018","Carriel Sur",24,,
"2012-M11","2012 November","T001019","Maquehue",30.3,,
"2012-M11","2012 November","T001020","Pichoy",29.1,,
"2012-M11","2012 November","T001021","Cañal Bajo",25.5,,
"2012-M11","2012 November","T001022","El Tepual",26.2,,
"2012-M11","2012 November","T001023","Teniente Vidal",26.6,,
"2012-M11","2012 November","T001024","Balmaceda",25.5,,
"2012-M11","2012 November","T001025","Pdte. Carlos Ibáñez",18.6,,
"2012-M11","2012 November","T001026","Eduardo Frei Montalva",2.1,,
"2012-M12","2012 December","T001001","Chacalluta",24.8,,
"2012-M12","2012 December","T001002","Diego Aracena",24.2,,
"2012-M12","2012 December","T001003","Cerro Moreno",23.9,,
"2012-M12","2012 December","T001004","Mataveri",27.1,,
"2012-M12","2012 December","T001007","La Florida",25.1,,
"2012-M12","2012 December","T001009","Punta Ángeles",23.5,,
"2012-M12","2012 December","T001010","Jardín Botánico",30,,
